,prov,distinct,입학연도,입학자총수,입학남자,입학여자,인구나이,인구연도,인구총수,인구남자,인구여자,입학연도별 입학총수,인구연도별 인구총합,보정치,인구대비입학비율,보정후 인구대비입학비율,입학자비율,초등입학이동지수,초등입학이동지수z점수,,"보정치 = (입학년도별 인구총합/인구연도별 인구총합), 연도별로 입학유예자들로 인한 입학 누락자를 보정하기 위해 산출, 연도별로 입학유예자 규모가 달라 연도별 보정치는 다 다름, 전국인구총합 * 보정치 = 전국입학자수"
1534,서울,관악구,2017,2769,1411,1358,6,2016,3055,1565,1490,445571,460063,0.968499966,0.906382979,0.935862685,0.62144978,-0.03985812,-1.809475282,,
1535,서울,관악구,2018,2687,1393,1294,6,2017,3035,1557,1478,447106,462352,0.967025124,0.885337727,0.91552712,0.600976055,-0.050766178,-2.293972864,,
1536,서울,관악구,2019,2581,1318,1263,6,2018,2875,1471,1404,462528,478982,0.965647978,0.89773913,0.929675358,0.558020271,-0.039242576,-1.782134943,,
1537,서울,관악구,2020,2302,1169,1133,6,2019,2538,1291,1247,417119,431843,0.965904275,0.907013396,0.939030315,0.551880878,-0.033648003,-1.533643698,,
1538,서울,광진구,2009,3003,1547,1456,6,2008,3075,1587,1488,462768,488710,0.946917395,0.976585366,1.031331108,0.648921274,0.020331422,0.863932648,,
1539,서울,광진구,2010,2935,1539,1396,6,2009,3098,1620,1478,470657,487028,0.966385916,0.94738541,0.980338594,0.623596377,-0.012260782,-0.583698505,,
1540,서울,광진구,2011,2839,1442,1397,6,2010,2922,1496,1426,441332,457372,0.964930079,0.971594798,1.006906945,0.643279889,0.004443099,0.158229168,,
1541,서울,광진구,2012,2528,1266,1262,6,2011,2560,1292,1268,407210,420797,0.967711272,0.9875,1.020449001,0.620809902,0.012694942,0.524747028,,
1542,서울,광진구,2013,2689,1341,1348,6,2012,2702,1341,1361,422944,435284,0.971650692,0.995188749,1.024224813,0.635781569,0.01540169,0.644971253,,
1543,서울,광진구,2014,2817,1416,1401,6,2013,2847,1443,1404,465061,480776,0.96731326,0.989462592,1.022897786,0.605726991,0.013869807,0.576930401,,
1544,서울,광진구,2015,2601,1364,1237,6,2014,2591,1345,1246,441255,454993,0.969806129,1.003859514,1.0351136,0.589455077,0.02069789,0.880209848,,
1545,서울,광진구,2016,2407,1246,1161,6,2015,2378,1224,1154,422114,435131,0.970084871,1.012195122,1.043408832,0.570225105,0.024752806,1.060314949,,
1546,서울,광진구,2017,2550,1366,1184,6,2016,2539,1338,1201,445571,460063,0.968499966,1.004332414,1.036997883,0.572299364,0.021173865,0.90135097,,
1547,서울,광진구,2018,2480,1248,1232,6,2017,2429,1205,1224,447106,462352,0.967025124,1.020996295,1.05581155,0.554678309,0.030957456,1.335903716,,
1548,서울,광진구,2019,2599,1350,1249,6,2018,2568,1327,1241,462528,478982,0.965647978,1.012071651,1.048075151,0.561911927,0.027014001,1.160749295,,
1549,서울,광진구,2020,2244,1124,1120,6,2019,2248,1144,1104,417119,431843,0.965904275,0.998220641,1.03345711,0.537975973,0.017999121,0.760340019,,
1550,서울,구로구,2009,3478,1790,1688,6,2008,3842,1955,1887,462768,488710,0.946917395,0.905257678,0.956004909,0.751564499,-0.033065148,-1.50775533,,
1551,서울,구로구,2010,3539,1820,1719,6,2009,3780,1958,1822,470657,487028,0.966385916,0.936243386,0.968809014,0.751927625,-0.023453364,-1.080833678,,
1552,서울,구로구,2011,3447,1795,1652,6,2010,3723,1941,1782,441332,457372,0.964930079,0.925866237,0.959516401,0.781044656,-0.031619498,-1.443544644,,
1553,서울,구로구,2012,3288,1778,1510,6,2011,3512,1917,1595,407210,420797,0.967711272,0.936218679,0.967456623,0.80744579,-0.026277013,-1.206250221,,
1554,서울,구로구,2013,3371,1726,1645,6,2012,3613,1868,1745,422944,435284,0.971650692,0.933019651,0.960241843,0.797032231,-0.031688533,-1.44661092,,
1555,서울,구로구,2014,3665,1867,1798,6,2013,3865,1966,1899,465061,480776,0.96731326,0.948253558,0.980296246,0.788068662,-0.015527911,-0.728812907,,
1556,서울,구로구,2015,3516,1788,1728,6,2014,3718,1903,1815,441255,454993,0.969806129,0.945669715,0.975112125,0.796818166,-0.019831111,-0.919945924,,
1557,서울,구로구,2016,3329,1689,1640,6,2015,3536,1801,1735,422114,435131,0.970084871,0.941459276,0.970491659,0.788649512,-0.023271739,-1.0727665,,
1558,서울,구로구,2017,3464,1761,1703,6,2016,3660,1859,1801,445571,460063,0.968499966,0.946448087,0.977230894,0.777429411,-0.017701373,-0.825350444,,
1559,서울,구로구,2018,3320,1684,1636,6,2017,3531,1795,1736,447106,462352,0.967025124,0.940243557,0.972305201,0.74255322,-0.020564862,-0.952536573,,
1560,서울,구로구,2019,3305,1615,1690,6,2018,3379,1651,1728,462528,478982,0.965647978,0.97810003,1.012895021,0.714551335,0.009214155,0.370142688,,
1561,서울,구로구,2020,3014,1551,1463,6,2019,3206,1650,1556,417119,431843,0.965904275,0.940112289,0.973297576,0.722575572,-0.01929452,-0.896112415,,
1562,서울,금천구,2009,1970,1005,965,6,2008,2052,1035,1017,462768,488710,0.946917395,0.960038986,1.013857166,0.42569927,0.005898985,0.222894527,,
1563,서울,금천구,2010,1994,1025,969,6,2009,2019,1037,982,470657,487028,0.966385916,0.987617632,1.021970225,0.423663092,0.009307974,0.374309796,,
1564,서울,금천구,2011,1799,926,873,6,2010,1885,950,935,441332,457372,0.964930079,0.954376658,0.98906302,0.40762963,-0.004458237,-0.237136895,,
1565,서울,금천구,2012,1645,842,803,6,2011,1652,840,812,407210,420797,0.967711272,0.995762712,1.028987407,0.403968468,0.011709998,0.48099929,,
1566,서울,금천구,2013,1661,850,811,6,2012,1671,839,832,422944,435284,0.971650692,0.99401556,1.023017394,0.392723387,0.009039469,0.362383769,,
1567,서울,금천구,2014,1715,860,855,6,2013,1732,879,853,465061,480776,0.96731326,0.990184758,1.023644354,0.368768828,0.008719301,0.348163019,,
1568,서울,금천구,2015,1550,797,753,6,2014,1550,791,759,441255,454993,0.969806129,1,1.031133925,0.351270807,0.010936439,0.446640502,,
1569,서울,금천구,2016,1510,776,734,6,2015,1484,764,720,422114,435131,0.970084871,1.017520216,1.048898139,0.357723269,0.017492002,0.737815574,,
1570,서울,금천구,2017,1610,828,782,6,2016,1536,806,730,445571,460063,0.968499966,1.048177083,1.08226858,0.361334108,0.029726444,1.281226483,,
1571,서울,금천구,2018,1561,786,775,6,2017,1510,756,754,447106,462352,0.967025124,1.033774834,1.069025829,0.34913421,0.024099278,1.031287558,,
1572,서울,금천구,2019,1656,844,812,6,2018,1657,840,817,462528,478982,0.965647978,0.9993965,1.034949093,0.358032379,0.012512907,0.516661674,,
1573,서울,금천구,2020,1336,676,660,6,2019,1286,656,630,417119,431843,0.965904275,1.038880249,1.075551973,0.320292291,0.024198714,1.035704163,,
1574,서울,노원구,2009,5899,2997,2902,6,2008,6167,3105,3062,462768,488710,0.946917395,0.95654289,1.010165084,1.27472081,0.012957644,0.536415329,,
1575,서울,노원구,2010,5881,3089,2792,6,2009,5969,3127,2842,470657,487028,0.966385916,0.985257162,1.01952765,1.249529912,0.024400383,1.044661556,,
1576,서울,노원구,2011,5545,2878,2667,6,2010,5689,2917,2772,441332,457372,0.964930079,0.974687994,1.010112562,1.256423735,0.012705663,0.525223233,,
1577,서울,노원구,2012,4907,2527,2380,6,2011,4974,2531,2443,407210,420797,0.967711272,0.986529956,1.01944659,1.205029346,0.023433711,1.001725414,,
1578,서울,노원구,2013,4883,2532,2351,6,2012,4954,2583,2371,422944,435284,0.971650692,0.985668147,1.014426434,1.154526368,0.016655698,0.700669905,,
1579,서울,노원구,2014,5183,2664,2519,6,2013,5229,2703,2526,465061,480776,0.96731326,0.991202907,1.024696908,1.114477456,0.027524147,1.183408201,,
1580,서울,노원구,2015,4895,2507,2388,6,2014,4918,2521,2397,441255,454993,0.969806129,0.995323302,1.026311623,1.109335872,0.029188427,1.25732967,,
1581,서울,노원구,2016,4329,2220,2109,6,2015,4288,2205,2083,422114,435131,0.970084871,1.009561567,1.040694064,1.025552339,0.041733893,1.814555156,,
1582,서울,노원구,2017,4470,2271,2199,6,2016,4485,2291,2194,445571,460063,0.968499966,0.996655518,1.029071299,1.003207121,0.029164534,1.256268422,,
1583,서울,노원구,2018,4236,2146,2090,6,2017,4223,2146,2077,447106,462352,0.967025124,1.00307838,1.037282647,0.947426337,0.035322562,1.529786371,,
1584,서울,노원구,2019,4318,2217,2101,6,2018,4322,2221,2101,462528,478982,0.965647978,0.999074503,1.034615641,0.933565103,0.032315955,1.39624345,,
1585,서울,노원구,2020,3821,1979,1842,6,2019,3764,1961,1803,417119,431843,0.965904275,1.015143464,1.050977297,0.916045541,0.046697525,2.035022269,,
1586,서울,도봉구,2009,3371,1751,1620,6,2008,3319,1711,1608,462768,488710,0.946917395,1.01566737,1.072603984,0.728442762,0.052887846,2.309974559,,
1587,서울,도봉구,2010,3432,1741,1691,6,2009,3267,1646,1621,470657,487028,0.966385916,1.050505051,1.087045075,0.729193447,0.063472698,2.78011647,,
1588,서울,도봉구,2011,3209,1631,1578,6,2010,3120,1595,1525,441332,457372,0.964930079,1.028525641,1.065906912,0.727117,0.047922036,2.089410743,,
1589,서울,도봉구,2012,2781,1452,1329,6,2011,2658,1367,1291,407210,420797,0.967711272,1.046275395,1.0811855,0.682940006,0.055444826,2.423546602,,
1590,서울,도봉구,2013,2891,1517,1374,6,2012,2720,1405,1315,422944,435284,0.971650692,1.062867647,1.093878341,0.683542029,0.064169791,2.811078907,,
1591,서울,도봉구,2014,3151,1619,1532,6,2013,2954,1516,1438,465061,480776,0.96731326,1.066689235,1.102734015,0.677545526,0.069606972,3.05257936,,
1592,서울,도봉구,2015,2813,1464,1349,6,2014,2594,1360,1234,441255,454993,0.969806129,1.084425598,1.118188023,0.637499858,0.075344848,3.307435625,,
1593,서울,도봉구,2016,2684,1360,1324,6,2015,2506,1280,1226,422114,435131,0.970084871,1.071029529,1.104057553,0.635847188,0.066164703,2.899685852,,
1594,서울,도봉구,2017,2737,1411,1326,6,2016,2608,1328,1280,445571,460063,0.968499966,1.04946319,1.083596517,0.614267984,0.051350664,2.241698325,,
1595,서울,도봉구,2018,2572,1313,1259,6,2017,2467,1261,1206,447106,462352,0.967025124,1.042561816,1.07811244,0.575255085,0.044934578,1.95671836,,
1596,서울,도봉구,2019,2601,1348,1253,6,2018,2486,1304,1182,462528,478982,0.965647978,1.046259051,1.083478736,0.562344334,0.046943794,2.045960648,,
1597,서울,도봉구,2020,2214,1137,1077,6,2019,2128,1095,1033,417119,431843,0.965904275,1.040413534,1.077139382,0.530783781,0.040944333,1.779485664,,
1598,서울,동대문구,2009,2796,1388,1408,6,2008,3023,1529,1494,462768,488710,0.946917395,0.924909031,0.976757884,0.604190437,-0.014042664,-0.66284346,,
1599,서울,동대문구,2010,2808,1450,1358,6,2009,2947,1515,1432,470657,487028,0.966385916,0.95283339,0.985976072,0.59661282,-0.008366855,-0.410743968,,
1600,서울,동대문구,2011,2664,1371,1293,6,2010,2812,1459,1353,441332,457372,0.964930079,0.947368421,0.981800072,0.603627201,-0.010985971,-0.52707591,,
1601,서울,동대문구,2012,2384,1249,1135,6,2011,2547,1311,1236,407210,420797,0.967711272,0.936003141,0.967233893,0.585447312,-0.019182829,-0.891151514,,
1602,서울,동대문구,2013,2501,1260,1241,6,2012,2595,1318,1277,422944,435284,0.971650692,0.963776493,0.99189606,0.59133124,-0.004792113,-0.25196649,,
1603,서울,동대문구,2014,2693,1430,1263,6,2013,2813,1463,1350,465061,480776,0.96731326,0.957340917,0.989690679,0.579063822,-0.005969755,-0.304273202,,
1604,서울,동대문구,2015,2596,1329,1267,6,2014,2686,1357,1329,441255,454993,0.969806129,0.966492926,0.996583644,0.588321945,-0.002009917,-0.12839112,,
1605,서울,동대문구,2016,2348,1218,1130,6,2015,2479,1254,1225,422114,435131,0.970084871,0.947156111,0.976364171,0.556247838,-0.013147379,-0.623078014,,
1606,서울,동대문구,2017,2396,1217,1179,6,2016,2527,1284,1243,445571,460063,0.968499966,0.948159873,0.978998355,0.537736971,-0.011293361,-0.540729083,,
1607,서울,동대문구,2018,2284,1168,1116,6,2017,2408,1235,1173,447106,462352,0.967025124,0.948504983,0.980848336,0.51084083,-0.009783452,-0.473664221,,
1608,서울,동대문구,2019,2386,1227,1159,6,2018,2542,1287,1255,462528,478982,0.965647978,0.938630999,0.972021917,0.515860661,-0.014432792,-0.680171578,,
1609,서울,동대문구,2020,2136,1117,1019,6,2019,2251,1175,1076,417119,431843,0.965904275,0.948911595,0.98240749,0.512084082,-0.009008844,-0.43925887,,
1610,서울,동작구,2009,3311,1731,1580,6,2008,3498,1843,1655,462768,488710,0.946917395,0.946540881,0.999602379,0.715477302,-0.000284489,-0.051753666,,
1611,서울,동작구,2010,3219,1675,1544,6,2009,3354,1746,1608,470657,487028,0.966385916,0.959749553,0.993132802,0.68393756,-0.004696735,-0.247730117,,
1612,서울,동작구,2011,3075,1588,1487,6,2010,3332,1724,1608,441332,457372,0.964930079,0.922869148,0.956410384,0.696754371,-0.030371255,-1.388102072,,
1613,서울,동작구,2012,2821,1432,1389,6,2011,3010,1530,1480,407210,420797,0.967711272,0.937209302,0.9684803,0.692762948,-0.021835681,-1.008981852,,
1614,서울,동작구,2013,3028,1552,1476,6,2012,3075,1562,1513,422944,435284,0.971650692,0.984715447,1.013445938,0.715934024,0.009626404,0.388453371,,
1615,서울,동작구,2014,3176,1718,1458,6,2013,3313,1782,1531,465061,480776,0.96731326,0.958647751,0.991041673,0.682921165,-0.006117831,-0.310850241,,
1616,서울,동작구,2015,2904,1475,1429,6,2014,3076,1587,1489,441255,454993,0.969806129,0.944083225,0.973476241,0.658122854,-0.017455892,-0.814447034,,
1617,서울,동작구,2016,2807,1412,1395,6,2015,2958,1477,1481,422114,435131,0.970084871,0.948951995,0.978215436,0.664986236,-0.014486436,-0.682554219,,
1618,서울,동작구,2017,2950,1561,1389,6,2016,3145,1637,1508,445571,460063,0.968499966,0.93799682,0.968504753,0.662071813,-0.020852116,-0.965295349,,
1619,서울,동작구,2018,2801,1419,1382,6,2017,2970,1523,1447,447106,462352,0.967025124,0.943097643,0.975256609,0.626473364,-0.015501075,-0.727620953,,
1620,서울,동작구,2019,2805,1427,1378,6,2018,3053,1557,1496,462528,478982,0.965647978,0.918768425,0.95145275,0.606449772,-0.029441469,-1.346804228,,
1621,서울,동작구,2020,2545,1287,1258,6,2019,2719,1353,1366,417119,431843,0.965904275,0.936005885,0.969046217,0.610137635,-0.018886068,-0.877970414,,
1622,서울,마포구,2009,2926,1480,1446,6,2008,3459,1790,1669,462768,488710,0.946917395,0.845909222,0.893329478,0.632282267,-0.067445879,-3.034826557,,
1623,서울,마포구,2010,3122,1603,1519,6,2009,3544,1812,1732,470657,487028,0.966385916,0.880925508,0.911566997,0.663328071,-0.058660093,-2.644592819,,
1624,서울,마포구,2011,3052,1548,1504,6,2010,3435,1743,1692,441332,457372,0.964930079,0.888500728,0.920792861,0.691542875,-0.054775133,-2.472036534,,
1625,서울,마포구,2012,2774,1427,1347,6,2011,3042,1579,1463,407210,420797,0.967711272,0.911900066,0.942326593,0.681220992,-0.039288335,-1.784167436,,
1626,서울,마포구,2013,2813,1439,1374,6,2012,3160,1607,1553,422944,435284,0.971650692,0.890189873,0.916162444,0.665099871,-0.055760347,-2.515796312,,
1627,서울,마포구,2014,3100,1583,1517,6,2013,3427,1768,1659,465061,480776,0.96731326,0.904581266,0.935148213,0.666579223,-0.043228854,-1.959191419,,
1628,서울,마포구,2015,2917,1505,1412,6,2014,3250,1690,1560,441255,454993,0.969806129,0.897538462,0.925482357,0.661068996,-0.049261304,-2.227131635,,
1629,서울,마포구,2016,2638,1363,1275,6,2015,2985,1553,1432,422114,435131,0.970084871,0.883752094,0.911004924,0.624949658,-0.055617443,-2.509448978,,
1630,서울,마포구,2017,2676,1366,1310,6,2016,3063,1561,1502,445571,460063,0.968499966,0.873653281,0.902068468,0.600577686,-0.058815493,-2.651495124,,
1631,서울,마포구,2018,2458,1223,1235,6,2017,2860,1417,1443,447106,462352,0.967025124,0.859440559,0.888746878,0.549757776,-0.061162269,-2.755730678,,
1632,서울,마포구,2019,2572,1312,1260,6,2018,2981,1522,1459,462528,478982,0.965647978,0.862797719,0.893490939,0.556074443,-0.059226967,-2.669771358,,
1633,서울,마포구,2020,2211,1092,1119,6,2019,2609,1288,1321,417119,431843,0.965904275,0.847451131,0.877365545,0.530064562,-0.065004179,-2.926374809,,
1634,서울,서대문구,2009,2657,1405,1252,6,2008,2784,1482,1302,462768,488710,0.946917395,0.954382184,1.007883253,0.574153788,0.004526199,0.161920196,,
1635,서울,서대문구,2010,2666,1342,1324,6,2009,2753,1412,1341,470657,487028,0.966385916,0.968398111,1.002082186,0.566442229,0.001179438,0.013268814,,
1636,서울,서대문구,2011,2435,1235,1200,6,2010,2586,1304,1282,441332,457372,0.964930079,0.941608662,0.975830978,0.551738827,-0.013334988,-0.631410973,,
1637,서울,서대문구,2012,2166,1096,1070,6,2011,2173,1080,1093,407210,420797,0.967711272,0.996778647,1.03003724,0.531912281,0.015977177,0.670532354,,
1638,서울,서대문구,2013,2272,1152,1120,6,2012,2300,1160,1140,422944,435284,0.971650692,0.987826087,1.016647335,0.537186956,0.008942731,0.358087013,,
1639,서울,서대문구,2014,2204,1102,1102,6,2013,2228,1120,1108,465061,480776,0.96731326,0.989228007,1.022655274,0.473916325,0.010736704,0.437768988,,
1640,서울,서대문구,2015,2109,1080,1029,6,2014,2110,1088,1022,441255,454993,0.969806129,0.999526066,1.030645236,0.477954924,0.014647041,0.611452419,,
1641,서울,서대문구,2016,2213,1110,1103,6,2015,2166,1081,1085,422114,435131,0.970084871,1.021698984,1.053205771,0.524265957,0.027893974,1.19983462,,
1642,서울,서대문구,2017,2288,1220,1068,6,2016,2243,1195,1048,445571,460063,0.968499966,1.020062416,1.053239496,0.51349841,0.027338397,1.175157808,,
1643,서울,서대문구,2018,2140,1054,1086,6,2017,2143,1035,1108,447106,462352,0.967025124,0.998600093,1.032651654,0.478633702,0.015628182,0.655031237,,
1644,서울,서대문구,2019,2243,1144,1099,6,2018,2306,1195,1111,462528,478982,0.965647978,0.972679965,1.007282143,0.484943614,0.003531429,0.117735984,,
1645,서울,서대문구,2020,2179,1104,1075,6,2019,2128,1088,1040,417119,431843,0.965904275,1.023966165,1.060111433,0.52239289,0.031401785,1.355639248,,
1646,서울,서초구,2009,3120,1600,1520,6,2008,3547,1806,1741,462768,488710,0.946917395,0.879616577,0.928926411,0.674203921,-0.047918092,-2.167470894,,
1647,서울,서초구,2010,3468,1819,1649,6,2009,3909,2028,1881,470657,487028,0.966385916,0.887183423,0.918042583,0.736842329,-0.060389694,-2.721415607,,
1648,서울,서초구,2011,3431,1763,1668,6,2010,3852,1959,1893,441332,457372,0.964930079,0.890706127,0.923078414,0.777419267,-0.059800323,-2.695237827,,
1649,서울,서초구,2012,3225,1683,1542,6,2011,3612,1880,1732,407210,420797,0.967711272,0.892857143,0.922648283,0.791974657,-0.0612606,-2.76009819,,
1650,서울,서초구,2013,3547,1804,1743,6,2012,3859,2011,1848,422944,435284,0.971650692,0.919150039,0.945967564,0.838645305,-0.045314049,-2.051808431,,
1651,서울,서초구,2014,3840,1982,1858,6,2013,4303,2201,2102,465061,480776,0.96731326,0.892400651,0.922555999,0.825698134,-0.063945367,-2.879346131,,
1652,서울,서초구,2015,3926,1998,1928,6,2014,4524,2290,2234,441255,454993,0.969806129,0.867816092,0.894834613,0.889734961,-0.093569322,-4.195138041,,
1653,서울,서초구,2016,3662,1865,1797,6,2015,4168,2108,2060,422114,435131,0.970084871,0.878598848,0.905692764,0.867538153,-0.081815125,-3.673057953,,
1654,서울,서초구,2017,4031,2064,1967,6,2016,4561,2337,2224,445571,460063,0.968499966,0.883797413,0.912542533,0.904681858,-0.079121183,-3.553402529,,
1655,서울,서초구,2018,3861,2018,1843,6,2017,4389,2292,2097,447106,462352,0.967025124,0.879699248,0.909696373,0.863553609,-0.077982023,-3.502805012,,
1656,서울,서초구,2019,3854,1984,1870,6,2018,4465,2295,2170,462528,478982,0.965647978,0.863157895,0.893863928,0.833246852,-0.088437548,-3.967202707,,
1657,서울,서초구,2020,3479,1831,1648,6,2019,4047,2114,1933,417119,431843,0.965904275,0.859649123,0.889994117,0.83405455,-0.091750907,-4.114370468,,
1658,서울,성동구,2009,2624,1321,1303,6,2008,2868,1444,1424,462768,488710,0.946917395,0.914923291,0.966212361,0.567022785,-0.019158361,-0.890064739,,
1659,서울,성동구,2010,2581,1270,1311,6,2009,2688,1323,1365,470657,487028,0.966385916,0.960193452,0.993592142,0.548382368,-0.003513956,-0.195195265,,
1660,서울,성동구,2011,2472,1282,1190,6,2010,2602,1355,1247,441332,457372,0.964930079,0.950038432,0.984567123,0.560122538,-0.008644302,-0.423067183,,
1661,서울,성동구,2012,2192,1127,1065,6,2011,2295,1175,1120,407210,420797,0.967711272,0.955119826,0.986988427,0.538297193,-0.007004093,-0.350214878,,
1662,서울,성동구,2013,2223,1155,1068,6,2012,2289,1188,1101,422944,435284,0.971650692,0.971166448,0.999501627,0.525601498,-0.000261945,-0.050752369,,
1663,서울,성동구,2014,2396,1186,1210,6,2013,2554,1274,1280,465061,480776,0.96731326,0.938136257,0.969837069,0.515201232,-0.015539979,-0.729348932,,
1664,서울,성동구,2015,2147,1107,1040,6,2014,2312,1206,1106,441255,454993,0.969806129,0.928633218,0.957545215,0.486566724,-0.020657086,-0.956632814,,
1665,서울,성동구,2016,1995,1006,989,6,2015,2095,1075,1020,422114,435131,0.970084871,0.952267303,0.98163298,0.47262114,-0.008680642,-0.424681268,,
1666,서울,성동구,2017,2111,1092,1019,6,2016,2222,1135,1087,445571,460063,0.968499966,0.950045005,0.980944799,0.473774101,-0.009027861,-0.44010352,,
1667,서울,성동구,2018,2100,1069,1031,6,2017,2278,1162,1116,447106,462352,0.967025124,0.921861282,0.953296103,0.469687278,-0.021936226,-1.01344774,,
1668,서울,성동구,2019,2102,1042,1060,6,2018,2332,1176,1156,462528,478982,0.965647978,0.901372213,0.933437684,0.454458973,-0.030249842,-1.382709314,,
1669,서울,성동구,2020,1891,987,904,6,2019,2209,1125,1084,417119,431843,0.965904275,0.856043459,0.886261176,0.453347846,-0.051563251,-2.32937604,,
1670,서울,성북구,2009,4146,2139,2007,6,2008,4427,2298,2129,462768,488710,0.946917395,0.936525864,0.989025937,0.895913287,-0.009831808,-0.475812047,,
1671,서울,성북구,2010,4427,2315,2112,6,2009,4561,2389,2172,470657,487028,0.966385916,0.970620478,1.004381854,0.940600055,0.004121572,0.143948063,,
1672,서울,성북구,2011,4336,2285,2051,6,2010,4466,2361,2105,441332,457372,0.964930079,0.970891178,1.006177752,0.98248031,0.00606952,0.23046907,,
1673,서울,성북구,2012,3986,2079,1907,6,2011,4129,2166,1963,407210,420797,0.967711272,0.965366917,0.997577423,0.978856118,-0.002371354,-0.144444883,,
1674,서울,성북구,2013,4035,2069,1966,6,2012,4105,2099,2006,422944,435284,0.971650692,0.982947625,1.011626537,0.954027011,0.01109203,0.453551314,,
1675,서울,성북구,2014,4256,2171,2085,6,2013,4383,2221,2162,465061,480776,0.96731326,0.971024413,1.003836557,0.915148765,0.00351102,0.116829504,,
1676,서울,성북구,2015,3876,2005,1871,6,2014,3965,2051,1914,441255,454993,0.969806129,0.977553594,1.007988674,0.878403644,0.00701728,0.272565257,,
1677,서울,성북구,2016,3592,1841,1751,6,2015,3698,1913,1785,422114,435131,0.970084871,0.971335857,1.001289564,0.850954955,0.001097361,0.009623228,,
1678,서울,성북구,2017,3718,1878,1840,6,2016,3763,1918,1845,445571,460063,0.968499966,0.988041456,1.020177068,0.834434916,0.01683645,0.70869827,,
1679,서울,성북구,2018,3604,1859,1745,6,2017,3694,1901,1793,447106,462352,0.967025124,0.975636167,1.008904674,0.806072833,0.007177815,0.279695659,,
1680,서울,성북구,2019,3539,1827,1712,6,2018,3600,1864,1736,462528,478982,0.965647978,0.983055556,1.018026835,0.765142867,0.013793105,0.573523547,,
1681,서울,성북구,2020,3137,1558,1579,6,2019,3251,1614,1637,417119,431843,0.965904275,0.964933867,0.998995336,0.75206356,-0.000755571,-0.072677477,,
1682,서울,송파구,2009,5683,2996,2687,6,2008,6057,3205,2852,462768,488710,0.946917395,0.938253261,0.990850169,1.228045154,-0.011236406,-0.538199312,,
1683,서울,송파구,2010,5705,2999,2706,6,2009,6267,3258,3009,470657,487028,0.966385916,0.910323919,0.941987982,1.212135377,-0.070318419,-3.162414696,,
1684,서울,송파구,2011,5636,2906,2730,6,2010,6164,3194,2970,441332,457372,0.964930079,0.914341337,0.947572634,1.277043133,-0.066952007,-3.012890498,,
1685,서울,송파구,2012,5046,2619,2427,6,2011,5545,2856,2689,407210,420797,0.967711272,0.910009017,0.940372448,1.239164068,-0.07388832,-3.320977149,,
1686,서울,송파구,2013,5184,2699,2485,6,2012,5702,2949,2753,422944,435284,0.971650692,0.909154683,0.935680579,1.225694182,-0.07883594,-3.54073302,,
1687,서울,송파구,2014,5697,2942,2755,6,2013,6115,3147,2968,465061,480776,0.96731326,0.9316435,0.963124913,1.225000591,-0.045172003,-2.045499285,,
1688,서울,송파구,2015,5204,2715,2489,6,2014,5762,3000,2762,441255,454993,0.969806129,0.903158625,0.931277498,1.179363407,-0.081048804,-3.639020653,,
1689,서울,송파구,2016,5075,2599,2476,6,2015,5564,2819,2745,422114,435131,0.970084871,0.912113587,0.940241019,1.202281848,-0.071847138,-3.230315022,,
1690,서울,송파구,2017,5300,2705,2595,6,2016,5707,2905,2802,445571,460063,0.968499966,0.928684072,0.958889112,1.189484953,-0.048900783,-2.21111858,,
1691,서울,송파구,2018,5216,2717,2499,6,2017,5752,2975,2777,447106,462352,0.967025124,0.906815021,0.937736775,1.166613734,-0.072637133,-3.26540382,,
1692,서울,송파구,2019,5620,2853,2767,6,2018,5961,3019,2942,462528,478982,0.965647978,0.942794833,0.976333875,1.215061575,-0.028755799,-1.31634917,,
1693,서울,송파구,2020,4926,2515,2411,6,2019,5528,2825,2703,417119,431843,0.965904275,0.891099855,0.922555038,1.180957952,-0.091459244,-4.101415814,,
1694,서울,양천구,2009,4225,2225,2000,6,2008,4873,2540,2333,462768,488710,0.946917395,0.867022368,0.915626192,0.912984476,-0.077031977,-3.460607328,,
1695,서울,양천구,2010,4252,2217,2035,6,2009,4783,2479,2304,470657,487028,0.966385916,0.888981811,0.919903525,0.903417988,-0.072360597,-3.253121025,,
1696,서울,양천구,2011,4106,2175,1931,6,2010,4567,2442,2125,441332,457372,0.964930079,0.899058463,0.931734312,0.930365349,-0.063512031,-2.860098838,,
1697,서울,양천구,2012,3749,1976,1773,6,2011,4062,2111,1951,407210,420797,0.967711272,0.922944362,0.953739395,0.92065519,-0.042590067,-1.930818724,,
1698,서울,양천구,2013,3764,1877,1887,6,2012,4076,2042,2034,422944,435284,0.971650692,0.923454367,0.950397477,0.889952334,-0.044143881,-1.99983369,,
1699,서울,양천구,2014,4100,2111,1989,6,2013,4506,2311,2195,465061,480776,0.96731326,0.909897914,0.940644516,0.881604779,-0.052328078,-2.363346965,,
1700,서울,양천구,2015,4071,2096,1975,6,2014,4302,2220,2082,441255,454993,0.969806129,0.946304045,0.975766204,0.922595778,-0.022357998,-1.032181366,,
1701,서울,양천구,2016,3616,1854,1762,6,2015,3910,1984,1926,422114,435131,0.970084871,0.924808184,0.953327087,0.856640623,-0.039981913,-1.814973728,,
1702,서울,양천구,2017,3815,1936,1879,6,2016,4111,2101,2010,445571,460063,0.968499966,0.927998054,0.958180781,0.856204735,-0.035805813,-1.629486049,,
